5540,303,6
5014,303,5
631,5,652
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5505,303,6
5496,304,6
3895,23,629
148,811,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5316,306,6
5454,307,6
4577,27,617
3060,20,640
70,812,5
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5487,308,6
5497,309,6
4399,26,619
1295,17,681
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4492,27,616
3511,21,636
1623,15,675
106,812,7
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4136,26,620
4120,25,622
3227,20,638
162,811,9
39,813,4
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4220,27,618
3988,25,622
2874,19,641
144,812,9
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4098,25,622
3786,24,626
1597,14,673
109,812,7
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4066,26,621
4059,25,622
3263,20,637
160,812,9
40,813,5
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4083,25,622
3897,24,624
2841,19,641
151,811,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4006,25,623
3387,20,637
1248,15,676
121,812,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
3995,25,622
4023,25,622
3088,19,637
174,811,10
21,814,5
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
3298,378,5
3036,377,5
2671,12,651
153,811,9
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5283,44,643
5027,42,649
3314,43,667
125,812,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6265,71,671
6072,75,675
5642,80,684
2762,75,694
28,814,6
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6327,112,680
6187,112,681
4948,127,693
153,812,9
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6173,94,675
5304,104,686
4422,106,688
98,812,7
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6840,104,681
6881,104,681
5612,117,693
1949,88,695
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6926,104,681
6706,105,682
5212,117,693
122,812,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6875,103,681
6496,104,682
4371,111,693
88,812,6
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6951,137,686
6769,136,689
6236,155,687
2697,140,689
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
8182,241,701
7787,252,698
6233,263,693
122,812,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
6571,316,687
6503,330,690
2040,303,701
72,812,5
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4995,412,663
4572,425,664
2454,414,681
153,811,9
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5969,486,620
4027,453,634
631,520,600
124,812,8
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4327,555,598
2133,514,622
132,812,8
56,813,5
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5930,563,611
5863,562,611
3280,551,608
106,812,7
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
5876,564,610
5063,577,607
1252,513,620
86,812,6
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
4974,521,621
3410,538,615
129,812,8
33,813,3
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
